,total_claim_amount
190,297.6
191,340.8
192,125.933005
193,407.440238
194,498.452698
195,297.6
196,496.8
197,556.8
198,806.4
199,689.800891
200,159.383042
201,1358.4
202,321.6
203,740.838216
204,508.8
205,556.8
206,638.4
207,384.0
208,103.022126
209,331.2
210,350.4
211,142.113373
212,239.143671
213,340.8
214,331.2
215,1101.6
216,124.376921
217,213.574473
218,316.8
219,302.4
220,65.428481
221,546.046853
222,489.6
223,1410.16929
224,65.457366
225,302.4
226,278.999409
227,317.979988
228,681.167228
229,350.4
230,345.6
231,98.991733
232,511.2
233,48.288036
234,763.2
235,302.4
236,840.231575
237,748.8
238,496.8
239,460.8
240,590.4
241,484.8
242,572.072106
243,571.2
244,439.781453
245,36.818178
246,343.121192
247,364.8
248,432.0
249,571.2
250,292.8
251,1012.8
252,134.104322
253,336.0
254,70.712507
255,326.4
256,471.443077
257,321.6
258,316.8
259,401.528957
260,648.364172
261,38.513959
262,628.8
263,964.51598
264,107.325235
265,118.509791
266,159.383042
267,847.717402
268,537.6
269,7.991571
270,261.930545
271,113.724707
272,806.4
273,251.795869
274,251.779842
275,312.0
276,542.4
277,718.700718
278,99.382943
279,273.945412
280,541.093963
281,283.881697
282,355.2
283,907.2
284,499.2
285,12.945127
286,98.354737
287,39.627399
288,26.951627
289,292.8
290,156.124914
291,580.8
292,275.349481
293,263.365432
294,246.256648
295,496.8
296,350.4
297,386.520235
298,412.106287
299,276.191729
300,679.392372
301,3.200851
302,115.126739
303,117.998498
304,400.181882
305,475.2
306,350.4
307,640.8
308,46.315771
309,98.33116
310,82.483947
311,486.278557
312,518.4
313,417.6
314,614.4
315,480.0
316,336.0
317,479.097472
318,502.369442
319,316.8
320,122.590766
321,828.662719
322,302.4
323,161.231812
324,139.841411
325,77.479316
326,307.2
327,200.490816
328,214.91451
329,461.306722
330,316.8
331,105.068788
332,183.207703
333,582.679087
334,166.937747
335,575.890362
336,13.949992
337,667.2
338,398.4
339,321.6
340,518.4
341,340.8
342,513.6
343,566.4
344,428.064465
345,246.993145
346,677.970934
347,537.6
348,446.4
349,513.6
350,571.2
351,604.8
352,355.2
353,170.798204
354,269.406119
355,1027.2
356,336.0
357,312.0
358,31.707317
359,723.786607
360,302.4
361,599.000883
362,326.132867
363,602.911057
364,405.527937
365,331.2
366,86.461582
367,131.515739
368,93.515817
369,284.667612
370,133.425609
371,446.122702
372,16.711329
373,1261.319869
374,585.069825
375,312.0
376,489.6
377,384.0
378,271.697529
379,417.6
380,744.769131
381,35.45384
382,688.547375
383,371.803029
384,275.395894
385,332.693627
386,691.709371
387,291.91645
388,402.456296
389,427.2
390,190.120714
391,111.586995
392,413.288851
393,1245.6
394,451.2
395,199.444294
396,739.2
397,316.8
398,523.2
399,528.20086
400,131.401291
401,307.2
402,355.2
403,508.8
404,67.632476
405,114.273025
406,616.749885
407,504.0
408,585.6
409,532.8
410,481.269644
411,515.930856
412,536.481665
413,496.805418
414,314.044227
415,747.107317
416,770.254285
417,489.6
418,547.2
419,595.2
420,475.159732
421,653.388564
422,277.225868
423,784.8
424,431.768752
425,855.341729
426,62.625841
427,1310.4
428,482.4
429,757.170246
430,129.249842
431,1145.746845
432,326.4
433,351.149904
434,302.4
435,691.2
436,161.388136
437,310.842085
438,350.4
439,316.8
440,279.184512
441,112.425578
442,681.577742
443,986.4
444,560.947563
445,1396.8
446,396.082036
447,425.489592
448,525.6
449,292.8
450,358.765757
451,352.394515
452,178.006524
453,418.005524
454,55.510526
455,571.2
456,61.769564
457,784.8
458,446.4
459,441.992043
460,1163.620366
461,315.879728
462,355.2
463,307.2
464,456.290338
465,451.2
466,321.6
467,336.0
468,496.8
469,42.689135
470,388.8
471,619.2
472,571.2
473,117.470445
474,504.0
475,1138.255325
476,302.4
477,475.2
478,547.2
479,44.159065
480,41.927219
481,504.0
482,316.8
483,2156.011022
484,398.4
485,312.0
486,278.902846
487,33.192803
488,496.474767
489,321.6
490,500.577875
491,292.8
492,1027.000029
493,1505.230405
494,316.8
495,110.567069
496,842.4
497,61.915326
498,427.2
499,603.077136
500,334.892437
501,336.0
502,213.038013
503,614.572672
504,393.6
505,344.118069
506,595.2
507,206.810286
508,900.617364
509,422.4
510,905.030448
511,173.80879
512,251.429988
513,376.923839
514,444.167713
515,340.8
516,440.030847
517,326.660051
518,316.8
519,218.342169
520,326.4
521,49.797016
522,395.740207
523,312.0
524,22.945038
525,508.8
526,316.8
527,587.504777
528,173.899238
529,208.598246
530,574.024018
531,334.408717
532,561.6
533,566.4
534,316.8
535,2345.413441
536,239.964694
537,940.8
538,296.962938
539,432.0
540,604.8
541,150.878447
542,47.22861
543,201.455005
544,1027.2
545,123.490337
546,571.531582
547,160.598662
548,283.743206
549,1353.6
550,483.482031
551,364.8
552,297.6
553,242.842607
554,669.037562
555,892.8
556,660.136987
557,254.404622
558,590.4
559,350.4
560,250.423844
561,697.798804
562,154.721555
563,45.905292
564,1027.2
565,277.220384
566,561.6
567,307.2
568,303.872752
569,106.267659
570,297.6
571,539.774172
572,11.879037
573,648.690215
574,355.2
575,336.0
576,79.463916
577,547.912576
578,345.6
579,552.0
580,241.077843
581,496.8
582,19.668633
583,250.058657
584,350.4
585,77.695518
586,699.615192
587,771.878514
588,392.235698
589,421.563772
590,355.2
591,206.158416
592,289.040734
593,393.645615
594,331.2
595,333.830572
596,286.234931
597,537.6
598,482.4
599,80.73124
600,340.8
601,1197.713861
602,350.4
603,297.6
604,432.0
605,112.268583
606,585.454243
607,499.2
608,1159.2
609,207.901654
610,619.2
611,537.6
612,49.364254
613,352.060768
614,455.191595
615,770.4
616,640.8
617,427.25055
618,214.586742
619,301.011106
620,321.6
621,292.8
622,400.181882
623,516.421124
624,117.585017
625,327.647322
626,458.003651
627,753.6
628,1015.2
629,109.906628
630,355.2
631,523.2
632,288.572108
633,1227.491941
634,329.206567
635,407.440238
636,638.4
637,469.278843
638,642.773149
639,587.861936
640,1350.379181
641,96.723812
642,179.125777
643,806.4
644,609.6
645,504.0
646,513.6
647,292.8
648,511.2
649,460.323855
650,547.2
651,261.930545
652,355.2
653,316.8
654,114.798771
655,178.006524
656,5.894778
657,207.510821
658,127.233139
659,263.82569
660,931.2
661,1476.0
662,561.6
663,340.780156
664,427.874055
665,321.6
666,340.8
667,547.2
668,220.018279
669,1300.8
670,355.2
671,148.003496
672,674.973614
673,369.6
674,669.399277
675,483.731784
676,428.907968
677,307.2
678,513.6
679,604.8
680,551.132139
681,298.626189
682,632.765462
683,292.8
684,147.128736
685,842.4
686,921.6
687,863.3947
688,912.0
689,209.596158
690,1022.4
691,188.878749
692,710.661746
693,806.4
694,491.384479
695,188.667196
696,42.160829
697,451.670309
698,721.241935
699,312.0
700,101.353875
701,336.0
702,43.14147
703,650.52179
704,326.4
705,86.599774
706,546.524896
707,456.0
708,456.52385
709,23.773332
710,336.0
711,468.566133
712,212.039619
713,291.287905
714,236.842746
715,307.2
716,315.160937
717,441.6
718,553.385695
719,417.6
720,476.385575
721,40.740297
722,6.07744
723,460.8
724,614.03209
725,215.255721
726,486.987555
727,611.40108
728,345.6
729,336.0
730,87.803087
731,595.160486
732,115.400119
733,216.196521
734,243.292609
735,832.453791
736,489.594642
737,336.0
738,144.776935
739,810.461707
740,562.088587
741,532.8
742,38.309313
743,379.2
744,316.8
745,165.570243
746,264.040157
747,732.340362
748,171.325856
749,316.8
750,392.695097
751,95.338505
752,321.6
753,403.2
754,369.818708
755,126.950071
756,316.8
757,307.2
758,257.248789
759,109.032565
760,488.910614
761,369.818708
762,16.425514
763,91.055318
764,350.4
765,403.2
766,419.921897
767,302.4
768,30.989755
769,839.348464
770,516.907624
771,765.906271
772,109.28708
773,302.4
774,419.365958
775,350.4
776,147.954285
777,443.786437
778,278.072755
779,25.299
780,329.206567
781,769.788818
782,128.643975
783,283.241868
784,151.055863
785,202.847644
786,712.126586
787,1339.2
788,294.319428
789,596.320943
790,455.851876
791,720.601429
792,339.017729
793,356.08323
794,523.888845
795,732.050007
796,427.243803
797,773.470977
798,374.8996
799,340.8
800,928.8
801,345.6
802,241.277426
803,336.0
804,239.540223
805,139.489926
806,460.379966
807,513.6
808,355.2
809,393.6
810,113.367765
811,364.8
812,150.688024
813,657.6
814,251.63901
815,340.8
816,571.2
817,364.240307
818,436.8
819,624.0
820,232.745161
821,193.505325
822,105.991559
823,532.8
824,114.743385
825,453.6
826,1415.579302
827,326.4
828,1152.0
829,91.834668
830,445.265108
831,595.2
832,397.139856
833,58.776508
834,271.968707
835,165.410515
836,383.508096
837,508.8
838,292.8
839,159.004261
840,496.8
841,144.051716
842,475.2
843,331.2
844,376.502488
845,342.832065
846,177.321283
847,628.8
848,137.665031
849,489.6
850,204.090644
851,111.622054
852,610.617285
853,384.0
854,528.0
855,312.0
856,297.6
857,361.564021
858,292.8
859,155.938593
860,456.0
861,191.945693
862,691.412378
863,117.467331
864,2.173552
865,312.0
866,316.8
867,513.6
868,280.89705
869,250.454012
870,331.2
871,542.4
872,468.0
873,78.008093
874,320.519977
875,820.8
876,386.031248
877,561.6
878,571.2
879,888.0
880,1120.677126
881,91.55098
882,566.4
883,828.0
884,43.579327
885,297.6
886,229.711908
887,731.350857
888,806.4
889,106.591949
890,212.391975
891,75.330276
892,738.222494
893,712.8
894,65.548725
895,441.6
896,409.684798
897,46.386546
898,378.261483
899,460.8
900,436.8
901,469.359715
902,114.743547
903,292.8
904,133.425609
905,108.989737
906,398.4
907,355.2
908,286.124652
909,388.8
910,262.047663
911,118.538444
912,470.4
913,456.0
914,542.4
915,571.2
916,241.656325
917,14.743099
918,80.119997
919,619.2
920,77.695607
921,340.8
922,312.0
923,1214.4
924,103.462381
925,528.391284
926,969.6
927,435.527845
928,912.0
929,189.835063
930,412.8
931,658.125874
932,76.586018
933,398.502948
934,498.159874
935,69.794432
936,171.746945
937,888.0
938,489.6
939,537.6
940,504.0
941,731.559007
942,1965.6
943,387.71779
944,317.844812
945,199.851173
946,492.935479
947,159.636956
948,513.6
949,312.0
950,900.0
951,327.020539
952,312.0
953,643.2
954,556.8
955,770.475631
956,508.8
957,259.060862
958,328.502498
959,321.6
960,518.4
961,416.637499
962,354.729129
963,393.6
964,31.652079
965,413.269261
966,667.2
967,625.483498
968,420.765993
969,532.8
970,580.091966
971,159.383042
972,460.8
973,415.986454
974,568.8
975,307.2
976,192.591072
977,657.6
978,892.8
979,134.801691
980,770.4
981,342.515136
982,362.026936
983,108.871857
984,461.841879
985,415.768941
986,369.6
987,629.647822
988,530.667993
989,907.2
990,828.0
991,369.6
992,588.936956
993,341.868399
994,302.4
995,363.77598
996,407.440238
997,617.515196
998,186.459607
999,33.781673
1000,322.294043
1001,246.515921
1002,1448.994134
1003,234.393625
1004,331.2
1005,292.8
1006,39.336222
1007,450.080101
1008,105.379402
1009,484.013411
1010,398.4
1011,507.560729
1012,340.8
1013,307.2
1014,529.502964
1015,590.4
1016,19.575683
1017,541.755353
1018,268.1726
1019,54.961039
1020,321.6
1021,403.2
1022,114.815893
1023,537.6
1024,25.89566
1025,67.530904
1026,230.245772
1027,340.8
1028,588.269018
1029,331.2
1030,646.785442
1031,171.685669
1032,701.708239
1033,863.861736
1034,1027.2
1035,430.29174
1036,756.0
1037,317.109447
1038,489.6
1039,494.4
1040,419.464143
1041,513.6
1042,499.2
1043,249.742856
1044,91.834668
1045,576.880144
1046,307.2
1047,702.020904
1048,1284.093173
1049,933.330936
1050,568.8
1051,1312.201307
1052,139.963594
1053,583.2
1054,964.8
1055,331.2
1056,388.148089
1057,820.8
1058,355.2
1059,445.19869
1060,382.067564
1061,518.4
1062,813.6
1063,486.720776
1064,1620.0
1065,351.270869
1066,842.4
1067,236.907007
1068,582.420512
1069,1026.315988
1070,2452.894264
1071,355.2
1072,480.925301
1073,244.803741
1074,28.31732
1075,914.538629
1076,446.4
1077,171.38289
1078,192.644347
1079,153.013115
1080,147.080303
1081,571.2
1082,489.6
1083,1441.843837
1084,30.448249
1085,91.914969
1086,314.880326
1087,537.391704
1088,56.082107
1089,292.8
1090,345.6
1091,86.461582
1092,375.514273
1093,350.4
1094,489.6
1095,435.189747
1096,856.8
1097,784.186389
1098,679.827592
1099,504.0
1100,86.309744
1101,146.110685
1102,508.8
1103,542.4
1104,491.322893
1105,720.0
1106,809.039071
1107,571.2
1108,347.857619
1109,307.2
1110,226.522147
1111,614.675906
1112,386.765125
1113,369.614729
1114,222.626234
1115,316.8
1116,460.084192
1117,182.432565
1118,442.964578
1119,537.78416
1120,80.663097
1121,84.097896
1122,398.4
1123,321.6
1124,436.8
1125,715.252366
1126,566.4
1127,882.871945
1128,370.285349
1129,424.375364
1130,312.0
1131,302.4
1132,921.6
1133,359.36848
1134,475.2
1135,537.6
1136,302.4
1137,22.483259
1138,438.276898
1139,398.4
1140,590.4
1141,448.255019
1142,468.0
1143,459.895876
1144,363.845631
1145,468.492761
1146,614.4
1147,374.864662
1148,114.273025
1149,64.396979
1150,150.235884
1151,279.996658
1152,204.448708
1153,1032.0
1154,346.387342
1155,949.953253
1156,451.2
1157,45.425684
1158,225.518065
1159,85.063708
1160,410.391616
1161,345.951322
1162,848.161322
1163,417.6
1164,429.171384
1165,842.4
1166,504.0
1167,65.953005
1168,489.6
1169,508.8
1170,297.6
1171,57.712985
1172,241.141192
1173,571.593637
1174,282.458203
1175,374.4
1176,408.0
1177,475.2
1178,29.035528
1179,159.383042
1180,393.6
1181,302.458432
1182,571.2
1183,691.2
1184,196.523187
1185,425.266308
1186,297.6
1187,388.8
1188,772.8
1189,209.427344
1190,667.2
1191,244.816163
1192,124.967415
1193,226.731454
1194,328.004855
1195,292.8
1196,811.2
1197,149.269407
1198,699.823461
1199,417.6
1200,640.8
1201,456.0
1202,316.8
1203,504.0
1204,307.2
1205,518.78464
1206,921.6
1207,398.240791
1208,336.0
1209,404.817249
1210,516.088544
1211,329.206567
1212,345.6
1213,451.2
1214,475.2
1215,528.0
1216,278.804991
1217,381.570261
1218,532.8
1219,348.186032
1220,532.8
1221,205.957043
1222,316.8
1223,155.412984
1224,384.210821
1225,566.4
1226,316.8
1227,499.2
1228,936.0
1229,600.0
1230,439.001718
1231,1228.8
1232,331.2
1233,307.2
1234,497.126827
1235,297.6
1236,633.6
1237,167.667603
1238,13.810251
1239,563.284331
1240,350.4
1241,487.814322
1242,345.6
1243,856.8
1244,427.2
1245,1032.0
1246,509.513764
1247,368.022992
1248,907.2
1249,200.54531
1250,604.8
1251,628.801638
1252,369.818708
1253,205.444066
1254,558.099357
1255,208.892861
1256,261.930545
1257,470.097411
1258,326.4
1259,253.056709
1260,121.306839
1261,3.55
1262,368.828511
1263,48.629646
1264,302.733593
1265,615.562164
1266,326.281835
1267,400.832857
1268,208.38907
1269,1062.090461
1270,1272.487601
1271,326.4
1272,331.2
1273,266.949266
1274,369.6
1275,466.371705
1276,482.4
1277,274.114843
1278,220.186677
1279,326.4
1280,326.4
1281,566.4
1282,1027.2
1283,392.235698
1284,152.216871
1285,340.8
1286,156.18031
1287,73.839514
1288,1265.387328
1289,445.621906
1290,588.742251
1291,312.0
1292,355.2
1293,604.8
1294,480.0
1295,575.260213
1296,537.6
1297,535.080276
1298,472.280461
1299,539.5622
1300,439.2
1301,542.4
1302,369.614729
1303,758.4
1304,619.267164
1305,689.282166
1306,499.2
1307,91.244938
1308,504.513989
1309,945.169882
1310,184.516188
1311,312.0
1312,316.8
1313,151.589577
1314,404.817249
1315,189.096179
1316,508.8
1317,326.4
1318,494.4
1319,17.558721
1320,547.2
1321,432.0
1322,111.872115
1323,1474.267145
1324,1301.796063
1325,799.2
1326,292.206784
1327,585.6
1328,561.6
1329,42.078345
1330,797.558033
1331,511.2
1332,302.4
1333,175.429028
1334,222.508607
1335,1000.8
1336,1027.2
1337,446.4
1338,763.2
1339,934.656068
1340,1166.603776
1341,297.051768
1342,563.727058
1343,336.0
1344,340.8
1345,1027.000029
1346,159.266473
1347,964.8
1348,391.942636
1349,326.4
1350,321.6
1351,532.8
1352,547.2
1353,109.904496
1354,387.222556
1355,774.737185
1356,75.110004
1357,673.780804
1358,848.201438
1359,145.004323
1360,1339.303486
1361,231.537001
1362,34.235959
1363,411.228571
1364,813.6
1365,177.234
1366,412.8
1367,364.8
1368,341.680131
1369,475.2
1370,315.560161
1371,334.015169
1372,554.522969
1373,194.739777
1374,307.2
1375,113.237624
1376,419.302975
1377,350.4
1378,335.936021
1379,459.276664
1380,441.6
1381,308.321335
1382,366.381387
1383,386.031248
1384,189.869329
1385,160.855921
1386,345.6
1387,93.951709
1388,795.864079
1389,326.4
1390,95.997363
1391,324.879569
1392,1195.2
1393,412.8
1394,340.8
1395,567.065802
1396,356.563616
1397,115.07234
1398,57.712985
1399,566.4
1400,403.2
1401,404.817249
1402,556.054702
1403,218.374041
1404,1149.203884
1405,336.0
1406,52.752601
1407,571.2
1408,828.0
1409,121.945071
1410,345.6
1411,59.853369
1412,710.4
1413,873.6
1414,63.161647
1415,292.8
1416,1823.730828
1417,355.028632
1418,783.431945
1419,556.8
1420,494.890996
1421,153.176419
1422,712.8
1423,259.361117
1424,511.2
1425,172.226165
1426,292.8
1427,513.306893
1428,158.077504
1429,512.542299
1430,715.039363
1431,351.403677
1432,425.358596
1433,307.68931
1434,321.6
1435,1008.0
1436,115.086827
1437,433.160284
1438,1303.2
1439,260.265417
1440,354.455466
1441,1654.202174
1442,623.223617
1443,299.505575
1444,276.048405
1445,537.6
1446,489.6
1447,119.587974
1448,378.432035
1449,664.980242
1450,552.0
1451,792.0
1452,133.099001
1453,521.444011
1454,402.778867
1455,29.828668
1456,491.027024
1457,16.03451
1458,943.2
1459,307.2
1460,350.4
1461,481.027516
1462,791.878042
1463,324.99944
1464,252.157829
1465,511.750971
1466,609.6
1467,67.975243
1468,441.6
1469,65.954813
1470,340.8
1471,415.850776
1472,233.265397
1473,678.209827
1474,667.2
1475,729.405742
1476,499.2
1477,494.4
1478,422.4
1479,1070.4
1480,456.0
1481,1008.0
1482,344.736945
1483,316.8
1484,331.2
1485,313.931213
1486,336.0
1487,54.065538
1488,98.923871
1489,172.518524
1490,504.0
1491,499.2
1492,489.6
1493,436.8
1494,393.6
1495,523.815839
1496,727.2
1497,1430.548077
1498,629.344642
1499,284.000172
1500,331.2
1501,118.446235
1502,398.4
1503,221.188327
1504,1116.0
1505,312.0
1506,321.6
1507,428.608683
1508,308.953614
1509,528.0
1510,394.968488
1511,624.0
1512,754.260616
1513,110.868874
1514,417.6
1515,94.94292
1516,1579.854155
1517,309.577946
1518,294.905685
1519,174.041566
1520,446.4
1521,302.4
1522,316.8
1523,1261.319869
1524,787.993313
1525,222.791933
1526,376.126419
1527,525.6
1528,109.69048
1529,345.6
1530,52.121929
1531,463.335061
1532,471.443077
1533,489.6
1534,85.155359
1535,504.0
1536,393.6
1537,430.518791
1538,297.6
1539,532.8
1540,398.4
1541,225.971279
1542,652.8
1543,159.383042
1544,384.0
1545,459.743736
1546,393.6
1547,321.6
1548,78.189401
1549,1131.464935
1550,518.715288
1551,111.173021
1552,256.893746
1553,763.2
1554,281.295903
1555,64.799325
1556,16.510134
1557,61.285525
1558,494.4
1559,604.8
1560,201.455005
1561,660.474274
1562,496.8
1563,297.6
1564,655.2
1565,603.819794
1566,465.6
1567,312.0
1568,350.4
1569,44.359382
1570,541.229321
1571,240.176533
1572,379.209349
1573,373.324673
1574,23.788022
1575,1224.56345
1576,83.652384
1577,181.538354
1578,931.2
1579,590.626396
1580,323.246017
1581,446.4
1582,900.0
1583,274.159702
1584,61.536107
1585,347.996042
1586,321.6
1587,336.0
1588,262.086021
1589,441.6
1590,142.459804
1591,345.6
1592,104.977375
1593,1080.0
1594,331.2
1595,87.135752
1596,265.877583
1597,292.8
1598,351.270869
1599,508.8
1600,535.080276
1601,667.2
1602,130.298883
1603,662.4
1604,609.6
1605,741.850171
1606,91.464233
1607,784.8
1608,350.4
1609,355.2
1610,304.699889
1611,739.2
1612,302.4
1613,307.2
1614,59.860273
1615,453.6
1616,303.148399
1617,182.607687
1618,784.8
1619,92.307736
1620,174.041566
1621,451.2
1622,627.898468
1623,561.6
1624,221.047584
1625,35.565605
1626,528.0
1627,28.649762
1628,619.2
1629,326.4
1630,302.942519
1631,561.6
1632,268.471802
1633,307.2
1634,36.980596
1635,94.814032
1636,542.4
1637,523.888845
1638,206.837111
1639,542.4
1640,614.4
1641,325.917598
1642,441.6
1643,48.051339
1644,604.8
1645,316.8
1646,466.436375
1647,58.469264
1648,556.8
1649,236.63519
1650,430.994107
1651,898.914194
1652,517.056582
1653,532.8
1654,272.835064
1655,355.2
1656,669.6
1657,489.6
1658,475.623251
1659,508.8
1660,398.4
1661,4.334425
1662,576.0
1663,510.381882
1664,1.332349
1665,494.4
1666,851.022089
1667,340.8
1668,336.0
1669,412.8
1670,655.41333
1671,1358.4
1672,1166.4
1673,345.6
1674,340.8
1675,554.926724
1676,508.8
1677,403.2
1678,154.750098
1679,252.076899
1680,475.2
1681,1288.8
1682,1080.0
1683,27.031485
1684,364.8
1685,432.0
1686,167.028453
1687,125.961938
1688,316.8
1689,594.683752
1690,526.476537
1691,221.359492
1692,412.8
1693,303.872752
1694,709.082334
1695,764.221884
1696,308.749796
1697,122.017931
1698,272.024652
1699,167.295936
1700,482.4
1701,159.631303
1702,174.292234
1703,587.391029
1704,556.8
1705,566.472247
1706,401.484738
1707,340.8
1708,362.989533
1709,394.248334
1710,128.969729
1711,792.0
1712,331.2
1713,108.567965
1714,308.54976
1715,386.031248
1716,449.601961
1717,48.780064
1718,13.628274
1719,309.424708
1720,475.01424
1721,571.479602
1722,55.320014
1723,369.6
1724,460.8
1725,119.062347
1726,63.709865
1727,484.8
1728,655.2
1729,753.22565
1730,362.774545
1731,414.106436
1732,762.007253
1733,513.511091
1734,302.137164
1735,572.522796
1736,379.2
1737,460.889274
1738,468.0
1739,12.252847
1740,351.877002
1741,215.23091
1742,364.8
1743,251.756739
1744,915.188647
1745,60.036683
1746,324.739746
1747,125.52458
1748,1430.336183
1749,482.48791
1750,929.554445
1751,458.661381
1752,296.049396
1753,25.336642
1754,1324.8
1755,123.512596
1756,78.003781
1757,542.4
1758,465.922152
1759,25.438063
1760,336.0
1761,292.8
1762,241.232198
1763,19.575683
1764,409.459488
1765,132.568435
1766,307.2
1767,379.029102
1768,185.355353
1769,355.061143
1770,350.4
1771,783.211084
1772,55.510526
1773,525.6
1774,451.670309
1775,1310.4
1776,954.688499
1777,316.8
1778,91.834668
1779,707.977614
1780,323.836677
1781,489.6
1782,667.2
1783,309.577946
1784,972.0
1785,542.4
1786,379.2
1787,504.0
1788,772.8
1789,374.4
1790,1012.8
1791,60.005031
1792,174.041566
1793,34.023132
1794,25.807685
1795,1329.957905
1796,525.515271
1797,603.058114
1798,219.209762
1799,289.386343
1800,1227.458548
1801,964.8
1802,677.63589
1803,326.4
1804,324.812083
1805,355.2
1806,475.2
1807,166.937747
1808,72.101019
1809,302.4
1810,174.08854
1811,2042.569089
1812,292.8
1813,711.8026
1814,756.0
1815,667.2
1816,727.2
1817,470.4
1818,355.2
1819,460.8
1820,681.505066
1821,311.84034
1822,513.6
1823,144.782152
1824,432.0
1825,152.184244
1826,653.685468
1827,523.2
1828,201.455005
1829,46.158117
1830,511.2
1831,859.2
1832,451.2
1833,98.198664
1834,550.127548
1835,53.837271
1836,187.934331
1837,624.0
1838,643.877067
1839,161.210468
1840,403.2
1841,115.545086
1842,393.6
1843,441.6
1844,50.40447
1845,76.475359
1846,433.588181
1847,502.994931
1848,379.2
1849,91.834668
1850,412.8
1851,91.941259
1852,1065.617464
1853,806.180375
1854,101.89645
1855,489.6
1856,209.504391
1857,108.161276
1858,504.0
1859,75.936096
1860,1052.933035
1861,373.428187
1862,215.438825
1863,538.229502
1864,205.332749
1865,326.4
1866,897.6
1867,297.6
1868,138.633681
1869,552.0
1870,340.8
1871,329.517492
1872,132.517983
1873,180.555113
1874,900.0
1875,3.406136
1876,398.4
1877,537.6
1878,1480.336748
1879,327.682669
1880,621.959357
1881,259.998169
1882,425.800112
1883,1088.38378
1884,288.572108
1885,350.4
1886,552.0
1887,419.365958
1888,624.0
1889,379.029102
1890,484.8
1891,772.83851
1892,281.110788
1893,50.359627
1894,950.4
1895,307.2
1896,606.642452
1897,245.693546
1898,400.181882
1899,427.242973
1900,614.4
1901,545.291103
1902,223.905524
1903,231.969205
1904,714.831947
1905,694.357961
1906,358.281562
1907,1324.8
1908,183.602763
1909,393.151377
1910,468.0
1911,401.785805
1912,395.328407
1913,345.6
1914,638.098653
1915,331.2
1916,316.35678
1917,396.105473
1918,504.0
1919,355.2
1920,765.012123
1921,316.8
1922,174.046849
1923,864.0
1924,331.2
1925,484.728153
1926,667.2
1927,1176.2788
1928,340.8
1929,78.172321
1930,238.005074
1931,525.6
1932,376.569009
1933,209.387509
1934,725.870693
1935,367.92773
1936,297.6
1937,441.6
1938,672.0
1939,499.2
1940,216.980413
1941,127.886591
1942,403.2
1943,299.452532
1944,295.871784
1945,460.8
1946,599.648466
1947,504.0
1948,136.829537
1949,1027.000029
1950,441.951758
1951,338.79562
1952,468.0
1953,108.025547
1954,311.329282
1955,1090.86434
1956,475.2
1957,46.464625
1958,280.800938
1959,1261.943541
1960,58.714775
1961,748.8
1962,4.238626
